http://twitter.com/\_Kloetzchen\_/statuses/798170515366092800	wenn die bahn so voll ist , dass man lieber noch 10 minuten in der kälte wartet , weil man keinen bock hat in einer sardinenbüchse zu stehen . __d__	true	negative	Auslastung_und_Platzangebot:negative	
http://kinderglueck-der-familienblog.de/reisen/familienurlaub-im-kinderhotel-in-oesterreich/	im kinderhotel in österreich • kinderglück ein perfekter familienurlaub im leading family hotel & resort alpenrose das letzte jahr war sehr anstrengend , zwischen meiner vollzeitweiterbildung , dem haushalt und dem blog blieb viel zu wenig zeit für meine kinder – dabei sind sie doch das , was mir am aller wichtigsten ist . die wäsche stappelt sich , die fenster sind schmutzig , genug zeit zum lernen war auch nie da und die kinder muss ich ständig auf später vertrösten wenn sie mit mir spielen wollten . die zeit ist einfach viel zu knapp um allem gerecht zu werden und das setzt mich tag für tag aufs neue unter druck . gestresst , motzig und dauerhaft müde kämpfte ich mich tag für tag durch den alltag . vor vier wochen kam dann der moment an dem mir klar wurde das ich eine pause brauche , eine pause mit meinen kindern zusammen – weg von zuhause und einfach nur die kostbare familienzeit genießen und so entschloss ich mich ganz spontan ein paar tage in das kinderhotel leading family hotel & resort alpenrose zu fahren.das hotel liegt in dem kleinen örtchen lermoos in österreich , direkt an der zugspitze . von uns sind es ca . 3 stunden mit dem auto , was mit meinen kindern gut zu schaffen ist . also habe ich unsere sieben sachen gepackt , alles in das auto geladen und dann ging es auch schon los.in lermoos angekommen , haben wir das hotel auch recht schnell gefunden ( gott sei dank gibt es für solche orientierungslose menschen wie mich das navi ). von aussen scheint das hotel eher unauffällig , doch drinnen scheint es ganz anders , das zeig ich euch jetzt … bereits die empfangshalle lädt zum staunen ein . eine große aquariumsäule umgeben von hängenden schaukelkörben lädt die kinder zum schaukeln und fische entdecken ein , so können die eltern ganz in ruhe einchecken . bevor es auf unser familienzimmer ging , wurden wir von einer lieben mitarbeiterin durch das hotel geführt . es wurde uns alles gezeigt und all unsere fragen beantwortet . unser familienzimmer danach ging es auf unser zimmer . wir hatten eine sterntaler familien suite . ein großes hauptzimmer mit esstisch , großem ehebett , sofa und einem tollen balkon mit wunderschöner aussicht auf die berge . außerdem gab es für die kids ein extra zimmer mit etagenbett , kleinem fernseh und kleiderschrank . auch das geräumige bad mit badewanne war richtig schön und hatte für die kinder auf tiefer ebene eine extra waschbecken zum händewaschen . auf den zimmern stehen den hotelgästen wasserkocher , frisches wasser und eine kapsel-kaffeemaschine zur verfügung . auf dem kinderzimmer stehen lego bausteine für die kinder zum spielen bereit . es wurde hier wirkich an alles gedacht und wir haben uns sofort wohl gefühlt . die umgebung um das hotel ist wirklich wunderschön . es ist ruhig , entspannend und gerade zum spazieren gehen oder wandern einfach nur perfekt . ganz in der nähe des hotels befindt sich ein kleiner teich mit enten und ein toller spielplatz . ein besuch auf dem spielplatz ist aber fast nicht nötig da der hoteleigene spielplatz alles hat was man sich so wünscht . tolle rutschen , ein großes trampolin , eine hüpfburg , eine bobby car bahn und viele möglichkeiten zum klettern laden die kinder zum toben und spielen ein . piratenland & schwimmbad das hotel hat ein ganz tolles piraten wasserland für die kleinen . hier gibt es einige rutschen , bunte tiere , wasserspritzen , ein piratenschiff und ein wasser-sand-becken in dem man nach kleinen edelsteinen suchen kann . rund um das spielbecken stehen gemütliche liegen für die eltern zum entspannen . neben dem piratenland befindet sich der pool , welches aus einem tollen innenpool besteht und an den aussenpool angeschlossen ist . so kann man direkt von drinnen nach draußen schwimmen . außerhalb befindet sich auch nochmal ein ganz warmes sprudelbecken , welches zum entspannen einlädt . das hotel bietet regelmäßig schwimmkurse für kinder an . so können die kids im urlaub so gar das schwimmen erlernen . seit kurzem gibt es nun auch die tolle wasserrutsche „ aqua racer “. mit luftreifen kann man die 90 meter lange rutsche heruntersausen . das war der größte spaß für unseren kleinen actionverliebten räuber , er konnte gar nicht genug davon bekommen … das war auch wirklich schnell die kinderbetreuung das familienhotel hat einen babyclub , einen kinderclub und einen teenieclub in dem die kinder bis zu 13 stunden täglich betreut werden können . im kinder und teenieclub gibt es jeden tag ein neues programm . von basteln , über verschiedene ausflüge bis hin zum einüben von verschiedenen aufführungen . die kleinen sind dort perfekt aufgehoben und haben mit sicherheit keine langeweile . während die kids ihre zeit im kinderclub genießen , können sich mama und papa im spa verwöhnen lassen . ob schönheitspackungen , massagen oder einfach nur ein bisschen in der sauna schwitzen . so eine kleine ausszeit tut einfach nur gut . die verpflegung am anfang unseres aufenthaltes haben wir einen tisch zugewiesen bekommen . dieser tisch war dann jeden tag für uns reserviert und gedeckt , was ich persönlich super finde – da man sich so das tägliche suchen nach einem freien tisch spart . auf den tischen stehen den kindern malbücher und stifte zur verfügung . aber nun zum essen . egal ob frühstück , mittag - oder abendessen , das essen war immer lecker und qualitativ sehr hochwertig . es gab jeden tag frisches obst und gemüse . am morgen kann man sich seinen frisch gepressten orangensaft zapfen oder sich seinen saft aus äpfeln und karotten selber pressen . am abend kann man jeden tag zwischen buffet und 5 gänge menü wählen . im hotel steht den hotelgästen rund um die uhr ein getränkebrunnen mit verschiedenen kaltgetränken zur verfügung . am nachmittag gibt es dort dann auch noch einmal kaffe , kuchen und kleine snacks . ich als mama und blogger versuche ja auch immer die produkte oder hotels die wir besuchen mit einem kritischen auge zu betrachten um auch zu schauen was man besser machen könnte oder was man sich als mama vielleicht anders wünschen würde . aber in diesem hotel gibt es wirklich absolut gar nichts zu meckern . es war alles einfach rund um perfekt . in jeder toillette gibt es ein kinderwaschbecken , wickeltische mit pampers ! der ort ist wunderschön ! das hotel super sauber ! das essen sehr lecker und die kinder hatten sehr viel spaß . wir werden auf alle fälle wieder kommen – denn auch im winter , wenn das hotel vom schnee bedeckt ist , ist es bestimmt ganz wunderbar zum schlittenfahren und schneemann bauen . __d__	true	negative		
http://news-koblenz.de	– 13:53 berlin-mitte ( ots ) - anlässlich des besuches des amerikanischen präsidenten barack obama wird es zu einschränkungen im s-bahn-verkehr kommen . von mittwoch , 16 . november 2016 , ein uhr bis freitag , 18 . november 2016 , ca . 14 uhr wird der s-bahnhof brandenburger tor gesperrt . züge der s-bahn passieren den bahnhof dann ohne verkehrshalt . bitte beachten sie die einschränkungen in ihren reisplanungen . wir bitten um ihr v erständnis . rückfragen bitte an : bundespolizeidirektion berlin - pressestelle - schnellerstraße 139 a / 140 12439 berlin telefon : 030 91144 4050 mobil : 0171 7617149 fax : 030 91144 -4049 e-mail : presse.berlin@polizei.bund.de __§__ original-content von : bundespolizeidirektion berlin , übermittelt durch news aktuell der beitrag bpold-b : bundespolizei informiert über sicherheitsbedingte einschränkungen erschien zuerst auf nepoli news . 14.11.2016 – 13:53 berlin-mitte ( ots ) - anlässlich des besuches des amerikanischen präsidenten barack obama wird es zu einschränkungen im s-bahn-verkehr kommen . von mittwoch , 16 . november 2016 , ein uhr bis freitag , 18 . november 2016 , ca . 14 uhr wird der s-bahnhof brandenburger tor gesperrt . züge der s-bahn passieren den bahnhof dann ohne verkehrsha __d__	true	negative	Allgemein:neutral	
http://www.galopponline.de/news/galopp-news/gruppe-sieger-noor-al-hawa-verkauft	- allgemeines forum diskussionen , fragen und antworten - bitte auf themen beschränken , welche einen bezug zur bahn aufweisen . persönliche unterhaltungen bitte per pn führen . links bitte mit kurzer erklärung zum verlinkten inhalt versehen , andernf __d__	true	negative		
http://twitter.com/Zischke/statuses/798084191908790273	die ihre reservierten plätze in der bahn suchen und dabei das ganze abteil nerven und den gesamten verkehr aufhalten .... #madmonday __d__	true	negative		
http://www.gutefrage.net/frage/wie-viel-kostet-einen-monatskarte-bei-der-deutschen-bahn-in-muenchen-als-jugendlicher#answer-228463826	viel kostet einen monatskarte bei der deutschen bahn in münchen als jugendlicher ? __§__ __d__	true	negative	Allgemein:neutral	
https://www.kurzurlaub.de/angebote/123646-ostern-2017-4-naechte-hotel-am-alten-strom.html	! ich habe mir eine ebahncard in die navigator app geladen und gehofft , dass dadurch die gesamte fahrkartenkontrolle am handy stattfinden kann . das ist leider nicht der fall , stattdessen muss ich nun für die kontrolle sogar einen schritt mehr durchführen : bisher : ticket ( app ), bahncard ( physisch als id ) jetzt : ticket ( app ), ebahncard ( app ), personalausweis ( als id ) vor diesem hintergrund erschließt sich mir absolut nicht , welchen sinn die ebahncard überhaupt haben soll . gut , ich kann im geldbeutel eine chipkarte zu hause lassen , aber dafür verkompliziert sich ja die fahrkartenkontrolle . für eine erklärung wäre ich euch dankbar . unabhängig davon würde ich die ebahncard in der app gerne wieder löschen , um meine fahrtkartenkontrolle wieder zu vereinfachen . leider finde ich dazu keine option in der navigator app . was muss ich denn tun , um die ebahncard loszuwerden , sodass ich meine physische bahncard wieder als id nutzen kann ? gruß ! __d__	true	negative		
http://www.radiokoeln.de/koeln/rk/1245912/nrw-welt/?2=161114-99-172063:1479147219000	man so etwas bewußt also absichtlich und dann noch wiederholt macht , sollte man auch bestraft werden . ich habe ja schließlich allein im jahr 2013 für bahnfahrten mehr als 2000 euro ( 2012 - 2014 etwa 4000 euro insgesamt nur bahn - öffentliche verkehrsmittel etwa 1200 euro ) ausgegeben . ich gehöre inzwischen schon lange zu denjenigen , die dem bahnfahren seit jahren ade gesagt hat . es gibt billigere verkehrsmittel . __d__	true	negative	Allgemein:neutral	
http://twitter.com/placetogo/statuses/798293625386008577	23:30 hh : einmal maruscha genannt werden ( ich bin zu jung , googlete ), einmal über colorcoordinated augenbrauen und accessoires reden . placetogo __d__	true	negative	Allgemein:neutral	
http://twitter.com/SputnikMagazin/statuses/798087632798576640	wollte schlichten : mann in s-bahn brutal verprügelt >> __§__ __§__ __d__	true	negative	Allgemein:neutral	
